﻿S***y S.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,29 Nov 2015 23:50,быстро пока непроверял
﻿M***l G.,es,A4,LD Micro SD Card 16GB/32GB/64GB/128...,5 pieces,100%,29 Nov 2015 23:49,
﻿M***l G.,es,A4,LD Micro SD Card 16GB/32GB/64GB/128...,5 pieces,100%,29 Nov 2015 23:49,
﻿S***O C.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,29 Nov 2015 23:49,
﻿T***s H.,us,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,29 Nov 2015 23:47,
﻿S***a S.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,29 Nov 2015 23:45,Lleg a Espaa en slo 16 das y muy bien empaquetada. Funciona perfectamente. Recomiendo.
﻿A***y H.,nl,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:44,"Thank you. I ordered the 128 GB micro SD card. it works really well in my phone. Fast delivery, it took 13 days in total."
﻿D***l C.,au,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:44,I purchased a micro sd card from this seller 3 times. I haven't tested this item. I believe it will be working perfectly.
﻿INIGO G.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:40,Perfecto
﻿K***n B.,nz,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,29 Nov 2015 23:40,"Test finished without errors.
You can now delete the test files *.h2w or verify them again.
Writing speed: 9.51 MByte/s
Reading speed: 20.4 MByte/s
H2testw v1.4"
﻿Miguel V.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:39,
﻿J***n I.,ca,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:35,"great product, fast delivery. great service"
﻿A***l P.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:34,Everything OK. Fast shipping and item as described. Highly recommended seller.
﻿J***a G.,us,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:32,
﻿E***a K.,us,A1,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,29 Nov 2015 23:31,Great
﻿F***o F.,ch,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:30,
﻿M***m M.,by,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:29,"Все супер! Дошла флэшка  быстро за14 дней до Белорусии . Рекомендую продавца
NoFeedbackScore"
﻿J***e M.,us,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 23:28,
﻿J***n M.,srb,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 18:46,Super!
﻿Evgeniy T.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 14:35,"Работает уже месяц все хорошо, советую))) 32гига10класс"
﻿R***k G.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 08:29,Nice purchase!
﻿V***r Z.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,29 Nov 2015 07:51,все хорошо+ подарок адаптер
﻿Maksim S.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 05:52,"получил быстро,товар соответствует описанию"
﻿R***a P.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,29 Nov 2015 01:37,
﻿Viktor P.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,28 Nov 2015 08:46,"Все просто отлично. Уже второй раз заказываю у этого продавца. Качество высшее, доставка чуть больше месяца. В этот раз продавец положил подарок. Спасибо большое. Надеюсь что много раз еще обращусь."
﻿R***o V.,fr,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,28 Nov 2015 00:27,"product is as expected, fast delivery."
﻿G***k B.,fr,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,27 Nov 2015 23:02,Excellent
﻿Eduardo S.,us,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,80%,27 Nov 2015 17:50,NoFeedbackScore
﻿C***e D.,ca,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,27 Nov 2015 15:47,
﻿H***y S.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,27 Nov 2015 14:55,
﻿D***d Z.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,27 Nov 2015 14:19,todo perfecto
﻿M***n K.,ie,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,27 Nov 2015 13:44,"Good value
NoFeedbackScore"
﻿L***y Y.,au,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 19:55,
﻿A***h A.,ng,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,26 Nov 2015 19:45,
﻿L***t B.,de,A0,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,26 Nov 2015 18:37,"Very helpful and supportive seller.
NoFeedbackScore"
﻿A***r K.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:34,
﻿W***y G.,br,A2,LD Micro SD Card 16GB/32GB/64GB/128...,4 pieces,100%,26 Nov 2015 18:33,Bom
﻿E***s L.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,26 Nov 2015 18:27,
﻿N***m P.,il,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:26,
﻿A***d I.,lb,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:25,"Excellent
NoFeedbackScore"
﻿J***E V.,es,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:20,
﻿A***y C.,id,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:19,"Real Capacity, Recommanded Seller A+++++"
﻿A***y C.,id,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:19,"Real Capacity, Recommanded Seller A+++"
﻿M***r C.,il,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:19,
﻿J***o S.,pt,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:15,
﻿C***a S.,hu,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,26 Nov 2015 18:14,"perfect product, perfect packaging and shipping, thank you very much!"
﻿Eugene U.,ru,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:14,"Бенчмарк показал, что заявленные свойства в наличии. Ехала до меня меньше месяца, трек отслеживался всю дорогу.
В комплекте нет переходника на SD большую, это на всякий случай предупреждаю тех кто будет покупать.
Удивительно, но экшен камера Panasonic, с заявленными свойствами принимать внутрь карты до 32Gb включительно, приняла эту на 64Gb и работает. Не иначе божий промысел :))) Слава Будде. Или кто там у них в Китае."
﻿S***I Z.,by,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:14,Сначала проверил. Всё соответствует.
﻿M***e B.,ca,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:13,"great!
NoFeedbackScore"
﻿M***a D.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:12,"todavia no la he probado,supongo que ir bien
NoFeedbackScore"
﻿S***i S.,us,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,26 Nov 2015 18:12,все работает!!! спасибо за подарок)))))5+
﻿W***h Z.,pl,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,26 Nov 2015 18:12,ok
﻿J***l R.,es,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:07,NoFeedbackScore
﻿K***s B.,lv,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,26 Nov 2015 18:05,14.9 Mb
﻿M***l P.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:05,
﻿L***v A.,ru,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 18:02,"Для русских! Делюсь способом экономить на покупках с Али! Регистрируешься на сайте кэшбэк, делаешь покупки, переходя на Али через сайт скидок и получаешь назад до 25% от стоимости любого товара! Я часто заказываю, в месяц около 1500 р набирается, советую тоже попробовать. Ссылка для регистрации - http://cash4brands.ru/aliexpress-skidki/?refid=10499
NoFeedbackScore"
﻿I***e L.,sg,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 17:35,Works fine with my Xiaomi Yi Camera
﻿D***l N.,cz,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 17:31,Thank you !
﻿M***t R.,es,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 17:26,estupendo!!! y rpido!!!
﻿P***e P.,fr,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 17:25,"Product conform, good seller and quick receipt ."
﻿E***n C.,il,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,26 Nov 2015 05:44,
﻿G***l P.,br,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,20%,26 Nov 2015 04:40,"No chegou !
NoFeedbackScore

Seller's reply
Friend, we ship your parcel with AliExpress official shipping method. 
We choose the best shipping method and buy the insurance for your order.
But every shipping method has such problem: delay, lost or damage. 
Hope you can understand. Many thanks."
﻿L***s G.,ie,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 23:55,
﻿M***A O.,ua,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:40,
﻿Eduardo H.,cl,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,25 Nov 2015 22:39,ok
﻿Vitaly R.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:39,"Характеристики сосуществуют заявленным. Шло почтой Эстонии. Мода какая-то пошла писать, что отправление будет почтой Китая, а отсылать чем придется... Дошло в Новосибирск за 40 дней."
﻿I***y Z.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:39,
﻿C***n G.,cl,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:36,"Era el producto solicitado, ningn problema. 100% recomendable."
﻿E***a N.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:34,
﻿O***g V.,ua,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:34,"Works, thanks!"
﻿N***a N.,mk,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:33,
﻿T***a D.,by,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:33,карта памяти пришла в РБ за месяц. Заказывала на 64 ГБ полностью соответствует заявленой вместимости. Рекомендую к покупке.
﻿V***a S.,by,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:32,
﻿I***A S.,by,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,25 Nov 2015 22:32,Все работает. В подарок адаптер на usb.
﻿Igor P.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:31,Карта 32 работает на ура!
﻿B***a K.,il,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:31,
﻿F***. R.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:29,Excellent seller. Fast shipping and good packaging. Great product. RECOMMENDED!!
﻿C***s I.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,25 Nov 2015 22:29,
﻿A***r F.,by,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:29,
﻿T***s D.,lt,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:27,
﻿E***h G.,ch,A4,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,25 Nov 2015 22:27,Great
﻿Dimon P.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:24,"Всё нормально , работает , реальный обьём!"
﻿A***y R.,mg,A3,LD Micro SD Card 16GB/32GB/64GB/128...,10 pieces,100%,25 Nov 2015 22:24,Very good product and good communication
﻿A***y R.,mg,A3,LD Micro SD Card 16GB/32GB/64GB/128...,10 pieces,100%,25 Nov 2015 22:24,Very good product and good communication
﻿A***s V.,lt,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:24,Fine
﻿J***j O.,sk,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:23,NoFeedbackScore
﻿G***l T.,ro,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:23,"Item as described. Can read very fast: over 50 MB/s. Writing was a little bit slow (~11MB/s) but in parameters. (FAT32 - writing/reading - USB 2.0)
Fast delivery to Romania - 3 weeks."
﻿B***o T.,es,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:23,NoFeedbackScore
﻿M***a L.,ua,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:21,Это уже 4 карта памяти. Нареканий на работу карты нет. Спасибо.
﻿Rafael L.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:21,"Карточку получил, долго шла по России. Заказал еще одну.
The card was for a long time was on Russia. I ordered another ."
﻿M***d R.,sg,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:19,"great piece...
NoFeedbackScore"
﻿O***i W.,il,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:19,very good seller!!
﻿E***a A.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:16,excelente. vendedor recomendable
﻿G***J S.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,25 Nov 2015 22:16,
﻿A***w L.,au,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:15,
﻿B***z H.,az,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:13,NoFeedbackScore
﻿K***y P.,uk,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,25 Nov 2015 22:10,very good seller very quick postage will use again
﻿E***i D.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,25 Nov 2015 22:08,"En quice das en Espaa, muy bien"
﻿J***a C.,nz,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,25 Nov 2015 22:08,
﻿E***y P.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,20%,24 Nov 2015 17:23,"товар не пришёл.
NoFeedbackScore

Seller's reply
Friend, the international shipping is very unstable, but we have already refund you all the money. 
Hope you can understand."
﻿A***s V.,lt,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,24 Nov 2015 10:51,
﻿L***a A.,cl,A4,LD Micro SD Card 16GB/32GB/64GB/128...,5 pieces,80%,24 Nov 2015 05:07,
﻿Lukas G.,br,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,24 Nov 2015 04:24,"otimo produto , adorei o carto!"
﻿A***y K.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,20%,24 Nov 2015 01:27,"Карта памяти оказалась нерабочей. Но общение с продавцом понравилось. Спорили и пришли к соглашению. Несмотря на нерабочую карту заказал повторно.
NoFeedbackScore"
﻿A***a R.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Nov 2015 19:55,"карта работает отлично. продавец, по ходу заказа, отвечал на все вопросы)
NoFeedbackScore"
﻿I***n A.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,23 Nov 2015 14:42,NoFeedbackScore
﻿A***n S.,by,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,23 Nov 2015 10:34,отлично!!
﻿A***a C.,ru,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,23 Nov 2015 03:24,"Пришло быстро, продавец общительный"
﻿A***x S.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:45,"доставка 25 дней до пермского края, все норм."
﻿A***r K.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:44,Флешка работает хорошо. Все соответствует описанию. Доставка быстрая.
﻿S***a F.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:44,
﻿Kirill D.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,22 Nov 2015 21:44,"Excellent! Великолепные карты по 8 Гб, объем реальный. Скорость чтения 65 Мб/с, скорость записи 7,5 Мб/с во встроенном ридере ноутбука. Доставка в Санкт-Петербург 21 день, трек не отслеживался. Продавец положил в посылку подарок - ридер microsd/xc. Рекомендую!"
﻿I***r Z.,by,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:42,пришло быстро. трек отслеживался. работает. вместо 32 показывает 30.
﻿D***i E.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:42,"Все гуд! 8 Гб можно брать.
NoFeedbackScore"
﻿I***a D.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,22 Nov 2015 21:42,через переходник не работает
﻿E***a S.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:41,
﻿Evgenie K.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:40,
﻿S***u R.,us,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,22 Nov 2015 21:38,
﻿S***v P.,cz,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:29,
﻿M***s A.,sk,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:29,
﻿A***i R.,be,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:29,
﻿A***s U.,kz,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:29,best seller! продавец молодец! товар качественный ! рекомендую!доставка очень быстрая! ссылка на распаковку :https://www.youtube.com/watch?v=IASRY8K5VfQ
﻿B***t T.,fr,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:27,
﻿K***a I.,us,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,22 Nov 2015 21:27,"заказывала второй раз, отличное качество, быстрая дрставка, трек отслеживается, спасибо за подарок)"
﻿M***l C.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:27,
﻿W***r P.,at,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:27,
﻿W***r P.,at,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:27,
﻿P***o C.,pt,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:26,Good
﻿A***n G.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:24,"Works in my Samsung Galaxy Grand Duos
Fast delivery"
﻿A***o P.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 21:23,
﻿A***y K.,ru,A0,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 13:48,Работает правильно. Тест будет по адресу - https://youtu.be/KJWZCl2_HCM
﻿C***l M.,lb,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 13:20,
﻿A***t S.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,22 Nov 2015 09:30,все работает 32гб good
﻿Maksim P.,ru,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 23:26,"Good quality, fast shipping. Recommended."
﻿R***y A.,nz,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 21:04,
﻿D***a T.,by,A2,Micro SD card memory card  microsd ...,1 piece,80%,21 Nov 2015 19:07,NoFeedbackScore
﻿Serga T.,ua,A0,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 18:18,"честный продавец
NoFeedbackScore"
﻿F***o M.,es,A4,LD Micro SD Card 16GB/32GB/64GB/128...,15 pieces,100%,21 Nov 2015 18:00,
﻿S***i A.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 17:09,
﻿Vitalii D.,md,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,21 Nov 2015 17:08,"Заказал две карты памяти на 32 Гб. Ёмкость соответствует действительности. Специально потянул с подтверждением получения заказа до конца срока, чтобы убедиться в их работоспособности. Обе работают хорошо. Спасибо большое! Это первый продавец на Алиекспресс, который прислал нормальные флэшки. До этого находил одни штамповки."
﻿R***i K.,il,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,21 Nov 2015 17:07,
﻿A***n P.,br,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 17:07,"good
NoFeedbackScore"
﻿Maxim V.,ru,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 17:07,Excellent!
﻿V***u S.,by,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 17:01,"Отлично! Покупаю не в первый раз. Всё соответствует, без обмана."
﻿Kostya Z.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 17:00,"До Ижевска за 40 дней. Покупал для видеорегистратора, все работает. Путь отслеживался. Продавец надёжный."
﻿A***a K.,kz,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:58,
﻿D***s Z.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:57,
﻿S***s R.,lv,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:57,"заказывал две. все отлично, еще и картридер в подарок положил"
﻿D***a A.,md,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,21 Nov 2015 16:56,Не мог отслеживать движение товара
﻿Andrey I.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:56,Отлично !
﻿F***n A.,dk,A2,LD Micro SD Card 16GB/32GB/64GB/128...,3 pieces,100%,21 Nov 2015 16:53,Always buy my cards here in bundle. Works every time. Good reading and writing speed. Tested clusters. no error
﻿Antonio G.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:52,"la tarjeta parece buena, a muy buen precio, a ver si no peta en 3 o 4 meses"
﻿Askps A.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:52,Очень хорошие карты. Быстрая доставка. Рекомендую.
﻿Iron M.,ru,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,21 Nov 2015 16:52,"Нормальная карта. Работает. Думал опять палево с перепрошитым контроллером с 8 на 64 Гб, которого полно на али. Обошлось. Скорость записи около 17, во время записи воспроизводил видео, карта сразу запустилась. Только объем не 64, а 60 Гб, за это минус балл. Куплено за 1217 дерева."
﻿M***z M.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:52,"Всё круто,быстро отправили,брал на 32в итоге 30)можно брать)Соответствует описанию"
﻿M***a A.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:52,"Полностью соответствует описанию, всё работает, спасибо! Рекомендую продавца!"
﻿G***z C.,tr,A1,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:49,
﻿C***n A.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,21 Nov 2015 16:49,
﻿R***n G.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:48,"Взял на 8 Гб для телефона, 6 класс, по факту обьем 7 Гб с небольшим, но всё работает. Выслали быстро, упаковано крепко. Можно брать
NoFeedbackScore"
﻿S***o M.,hu,A4,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:47,Excellent
﻿Jose R.,es,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:47,Perfecto
﻿J***o F.,pt,A2,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,21 Nov 2015 16:46,
﻿Fredrik F.,se,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,21 Nov 2015 16:46,
﻿Andy P.,si,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,20 Nov 2015 16:34,the best mc ;)
﻿G***n R.,fr,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,20 Nov 2015 11:44,Rapide parfait
﻿K***a P.,lv,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,19 Nov 2015 22:42,thank you!
﻿S***a S.,sg,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,19 Nov 2015 22:41,Fast and good quality!
﻿Dima P.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,2 pieces,100%,19 Nov 2015 22:40,Excellent seller
﻿V***y K.,ru,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,19 Nov 2015 22:40,"быстро и отлично, спасибо продавцу за оперативность."
﻿B***z M.,es,A2,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,19 Nov 2015 22:40,good
﻿Boris K.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,19 Nov 2015 22:39,всё замечательно.рекомендую
﻿I***a D.,ru,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,100%,19 Nov 2015 22:37,Хорошая карточка. Заказываю не первый раз. Брала 16 гб. Пишет доступно 15.
﻿D***k R.,kr,A3,LD Micro SD Card 16GB/32GB/64GB/128...,1 piece,80%,19 Nov 2015 22:37,
