page,wID,wtitle,wsub,Link
5,乐分享,三七养生最合理的使用方法,"如果您想以后还能免费收到如此精彩的文章,请点击本文标题和第一张图片之间的蓝色字:乐分享→再点击:关注.完全是免费订阅,请放心关注.  [导读]三七粉的成分和三七主根一样,富含三七皂苷、三七多糖、三七素、黄酮有效成分,具有止血、活血化瘀、消肿定痛、滋补强壮、抗疲劳、耐...",http://weixin.sogou.com/gzh?openid=oIWsFtz_66yZjE3WeQ7oPxzTBWvw&ext=zMKRwhGG3zZVxR04THCDdXuL__pW6ze6yxYi76Oe5b7-zWdslhr3eHpuvVdPDNXb
5,青帝女人花,"三七的常见用法及三七禁忌,值得珍藏!","三七性温、无毒,归肝、胃经,长期服用没有副作用,因为性温,也不会伤胃,而且好处多多,好归好,但它毕竟是属于药物,如果你是用来治疗什么病症的话,请你咨询医生使用,如果作为一般保健品使用,你只要注意以上几点就可以放心长期服用三七粉了. 三七粉的常见用法 止血直接用...",http://weixin.sogou.com/gzh?openid=oIWsFt17AeZjQ5x_7l0J8ysd__RQ&ext=zMKRwhGG3zZr0xCKoqfvii8iHuKpaX7n_okB663X7kl4P-kMT4YEtl41O2YMYaVy
5,森博三七田七,三七蜜的做法和用法,"三七:三七的功效以活血养血为主,其活血功效能够清除血液中的沉积物,达到美白祛斑、降血脂等作用;补血功效能补充体内血液,使肤色红润,还可用于各种失血症,如产后、术后等,能达到迅速补血的效果.现在分享一下三七蜜的做法和用法:三七片+蜂蜜=三七蜜新鲜三七切片或干三七...",http://weixin.sogou.com/gzh?openid=oIWsFt_UPbV2X2jQPaQe3Guby1YU&ext=zMKRwhGG3zYbpxxd-gzUX326iq8UC6d9UX_b3qVYYe5UlKp1ZPzzWCWNOgQN5lRp
6,新微商创业俱乐部,三七泡酒的配方及用法!,"三七泡酒的配方及用法,大家只了解到有止血、活血化瘀、消肿定痛、滋补强壮、抗疲劳、耐缺氧、抗衰老、降血脂、降血糖、提高机体免疫功能等作用,三七泡酒是三七著名使用方法之一,本文将为你介绍三七泡酒的配方及用法等相关内容.配方一:原料配方 三七、海桐皮、薏苡仁、生地、...",http://weixin.sogou.com/gzh?openid=oIWsFt1y70bBxziM03VwYdLvrU1w&ext=zMKRwhGG3zYf3U_JRpdicxNODbAm4Z420389qluKWHhLJDLBYAACJdTV4ytz9QBT
6,健康丝带,"三七的常见用法及三七禁忌,值得珍藏!","三七性温、无毒,归肝、胃经,长期服用没有副作用,因为性温,也不会伤胃,而且好处多多,好归好,但它毕竟是属于药物,如果你是用来治疗什么病症的话,请你咨询医生使用,如果作为一般保健品使用,你只要注意以上几点就可以放心长期服用三七粉了.1三七粉的常用方法止血直接用...",http://weixin.sogou.com/gzh?openid=oIWsFt0Vy_hLs_P9m5HSEL5jxtJI&ext=zMKRwhGG3zYdfX6OOSRNbVtViPZAzuiulET3EKGjKrzKAcMDa45wYOZLbuPVNyov
6,神威药业集团,【实用中药】三七的使用方法,"三七广泛用于制药,治疗各种各样的疾病,但单味使用效果亦好  温开水送服生三七粉:三七粗根与芦头研粉,每日服3次,每次1克(预防心脑血管病),或3--6克(治疗心脑血管病). 调制保健饮料:每天用三七粉3--5克,甜叶菊、蜂蜜或糖蜜素适量,以开水400--500毫升冲入,任意饮用....",http://weixin.sogou.com/gzh?openid=oIWsFt55gpyHF2tn1JEr20rr4LXQ&ext=zMKRwhGG3zaMV_JoEeKOvZWSd5edHLKqVI9JsSMJuvhRU7Yly7MMW8Hw2TmP9nYg
6,红种子三七,三七花的用法与功效,"三七花的用法与功效:(1)少量三七花( 5 朵)直接用开水( 200ml )冲泡,具有清热、护肝、降压、镇静安神的功效.(2)少量三七花(5 朵)与适量青果一起用开水冲泡,能够治疗急性咽喉炎.(3)10 克 三七花、四个鸡蛋、先用花和鸡蛋煮 10 分钟,然后将鸡蛋敲碎壳再煮 30 分钟,花和鸡蛋...",http://weixin.sogou.com/gzh?openid=oIWsFt4kX0AKDSo6_1JeCsFcXt5E&ext=zMKRwhGG3zbrfmjMV8G_yJsEA7kzDpoIV7k4hMx1KXXJii9_PxEoKMG6cAagOqgX
6,游购彩云南,"【饮茶吃花,风雅养生】三七花的功效及用法","云南土特产推介供应服务商游购彩云南 微信号:ygcyn_1了解玛咖以及玛咖价格、供求等信息,是经销商和关爱健康人士最喜爱的微信平台三七花又称田七花,性凉、味甘微苦.采摘自未开的三七花蕾,每年6—8月采摘,经清水洗净,再由自然阳光充足曝晒而成,晒干之后常年备用.三七花不...",http://weixin.sogou.com/gzh?openid=oIWsFt47NF4SXiRBaKTaHOoQL58U&ext=zMKRwhGG3zai4tm6BbvK2LGKTDW5zturmQZ49ENkwTAlT0n-rzdK3Y_YSX8UL_Ys
6,泽品商城,"三七花的功效与用法,三七花要怎么吃","三七花又称田七花、参三七花、山溪花、金不换花,是五加科多年生草本植物.每年的6-8月间,采花晒干,可常年备用.三七花是根据花的颜色、大小、带柄、不带柄、带短柄、带长柄来分,分为不带柄三年三七花极品、不带柄三年三七花特级、带柄三年三七花特级(短柄1-2厘米)、带柄三...",http://weixin.sogou.com/gzh?openid=oIWsFt6yr2BN-wuNixVqiZxes-ko&ext=zMKRwhGG3zYN8Vu14Na4pINqCuOa5J_j6waJqYiErt--iGTU5T8S63cbKrcxRRYt
6,三七,三七的用法 三七民间药用偏方,"【导读】三七的用法有哪些,三七民间药用偏方,下面由小编为你介绍.三七一般茎高30-60cm.主根粗壮肉质,倒圆锥形或短圆柱形,外皮黄绿色或黄棕色,有数条支根.根茎短,茎直立,光滑无毛.掌状复叶,具长柄,3~4片轮生于茎顶;小叶3~7,椭圆形或长圆状倒卵形,边缘有细锯齿....",http://weixin.sogou.com/gzh?openid=oIWsFtyL2uiwc4BwyTewTUkYK8D4&ext=zMKRwhGG3zYX2SzyUIeSJe6tTrTFzWHTEp9u4hHWaieqwmecCFcd2M77_w8JHO4t
6,三七养生,三七养生的用法与功效,"三七用法与功效: 很多朋友想用三七养生,但是面对三七却不知从何下手.今天三七养生就为您介绍三七的养生吃法.如果您觉得有价值,请您帮忙扩散,谢啦!!!三七又叫田七,金不换,而三七粉是用三七主根磨成的粉,三七在云南是特产,三七既能直接泡水喝,而且适合一年四季服用,...",http://weixin.sogou.com/gzh?openid=oIWsFt9NHy7kCFPZj0hKP8tPxPf8&ext=zMKRwhGG3zaMdP4xF1wdAZbRvozHhCb76gSxFXeGrGAXjsq_DgCqzfW4m_Md6oT1
6,泽品商城,三七针对不同症状的用法用量大全,"三七是一味很好的药食同源的中药 ,但无论是作为保健还是作为治疗, 都应该对症下药,下面是一些三七针对不同症状具体的用法用量: 咯血、呕血、衄血: 三七5克,研末,每日3次,开水冲服,服至血止为度.痔疮出血:  三七粉3克,每天3次,开水送服,连服10天,药后血止痛止,痔疮...",http://weixin.sogou.com/gzh?openid=oIWsFt6yr2BN-wuNixVqiZxes-ko&ext=zMKRwhGG3zYN8Vu14Na4pINqCuOa5J_j6waJqYiErt--iGTU5T8S63PrAVDuqa_M
6,有机绿色三七,三七的美容功效与用法,"除了对三高症以及各种心脑血管疾病的独特功效外,还具有清热平肝,养心安神,润肺,抗衰老葆青春、消除和减少皮肤皱纹及老年斑等功效.对于爱美的女性来说,三七能抗衰老,保护皮肤,改善皮肤外观,使皮肤柔软并增加弹性,是最天然的美容护肤养颜品.而且三七用法多样,可做成药...",http://weixin.sogou.com/gzh?openid=oIWsFt8qm09LF5JJOjlAlA834cjQ&ext=zMKRwhGG3zajLyE-L4Tjgwa4-DJyFaYnq21VsAZyddehg_vZ35nqBTGBDaXngOoz
7,好农夫中国特产领导品牌,【南国神草】三七的使用方法与食疗,"(可直接用三七主根泡也可将其敲碎成黄豆大小)、1kg白酒(50度左右).三七和白酒泡30天以上可以服用,每次10ml,每日3次.具有消肿定痛、活血散瘀、舒筋止痛的功用,用于瘀血滞痛、腰酸背痛、四肢酸软、劳伤疼痛、跌打损伤、无名肿痛等症.6.三七花用法(1)、少量三七花(5...",http://weixin.sogou.com/gzh?openid=oIWsFtx-h6ch0A7Q-X_xuCWmtPzQ&ext=zMKRwhGG3zYCVP5HT9XFDMpTw8_fs6XzKMjBIvDR4VDpoMqktDWMHS65QNb4ISj3
7,欢乐健康生活圈,顶级分享:云三七用法原来如此强大,"最好不要在睡前服用三七粉,因为服用三七粉容易口渴. 4、生吃三七粉主治:跌打瘀血、外伤出血、产后血晕、吐血、衄血等血症.并可防治冠心病、高血脂、高血压等. 5、熟吃三七粉主治:补血、活血、用于身体虚弱、食欲不振、神经衰弱、过度疲劳、失血、贫血等. 熟用法:可用鸡肉...",http://weixin.sogou.com/gzh?openid=oIWsFtwfHSv9lHrDQE5-U45-YIJo&ext=zMKRwhGG3zZoGeBHNWZHv5KiehbdJvZqmUcJMvdJHbjyqjQqFCdNoRPW1EcVMktl
7,浙江三养,"饮茶吃花,风雅养生——三七花的功效及用法","(三养最好的养生平台,每天为您更新健康养生知识)三七花的功效及用法!三七花又称田七花,性凉、味甘微苦.采摘自未开的三七花蕾,每年6—8月采摘,经清水洗净,再由自然阳光充足曝晒而成,晒干之后常年备用.三七花不仅可泡饮,还可烹调美食,今天就给大家系统普及一下三七花...",http://weixin.sogou.com/gzh?openid=oIWsFt--gCUyPuUY3IQeYgEXQ_nI&ext=zMKRwhGG3zaB2-jgCYDSDsusuES2gQgdWRPpm2gZqaohNrEb8Aik6EcKgGS90zSo
7,丹诚事业,【DC推荐】三七的用法及功效!,"1、三七的用法与功效:(1)跌打损伤导致出血,用三七粉撒在伤口上.伤口大的话,再用消毒纱布加压包扎,可以用于止血.(2)一次2克 ,每日 2~3 次,温水或温米汤送服.治疗体内出血,如胃出血、鼻血、吐血、尿血、子宫功能性出血、皮下出血、眼出血.(3)一次2克 ,每日 2~3 次,温...",http://weixin.sogou.com/gzh?openid=oIWsFt0alyKb_dwiNJhNsS0XFSJQ&ext=zMKRwhGG3zazX7iZw5ge3TdPM6hicLR665yndrsGqVs4bJCtNOCUlrv7rCRUWQNE
7,丽江百岁坊,【名贵三七花的功效与用法】,"三七花的有效成分:近来医学界对文山三七花蕾成分进行了深入研究,结果从中分得十余种化合物,确定为 β-谷甾醇,胡罗卜苷、三七皂苷、绞股兰皂苷-LX、人参皂苷-RC和人参皂苷Rb3等,说明文山三七花蕾中含有与中药文山三七相同成份,为文山三七花茶的利用价值提供了依据.用法与用...",http://weixin.sogou.com/gzh?openid=oIWsFt1S5zwsgvCjRLd5zdc-sRlA&ext=zMKRwhGG3zaP3W-bRbJbvfuGqao8b7kjUVSIpN3PRBA2guNQlbTblJwUotIpii90
7,文山福万家,三七防治疾病的科学有效的用法,"三七,被誉为南国神草,是一种非常著名的中药材,它称著华夏大地起码已经有1000年以上的历史.三七也叫田七,使用时一般磨成粉,就叫三七粉.三七粉具有国家批准实验的保健品24种功能中的19种功能—调节血糖、血脂、血压,治疗胃出血、冠心病、顽固性头痛,去寻常疣,保肝护肝...",http://weixin.sogou.com/gzh?openid=oIWsFt_EMV4Q3ZhtwyFhWycs7JzI&ext=zMKRwhGG3zZfoLUEwsAIAJnLTDvvMJuLjPQFMDFGGX3vhC4QSQBunPW8maH93os0
7,欢乐健康生活圈,三七新品 :活性三七制作和用法,"组织疏松,易于粉碎;且复水性好,浸泡可短时间内吸水恢复原生形态,有利于活性成分的溶出.【使用方法】由云南特安呐GAP认证种植基地的优质三七加工而成的活性三七全根、主根、支根、须根、切片、花蕾、三七微粉都可以用开水冲服来饮用,活性三七使用非常方便,用法多样,没有...",http://weixin.sogou.com/gzh?openid=oIWsFtwfHSv9lHrDQE5-U45-YIJo&ext=zMKRwhGG3zZoGeBHNWZHv5KiehbdJvZqmUcJMvdJHbjyqjQqFCdNobLNCzTw6iE3
7,丽江百岁坊,【名贵三七打粉后的功效与用法】,"传递正能量  收获身心圆满欢迎免费订阅  微信号:KYSS001             私 信号:ChiHeTianXia点击右上角按钮即可分享到朋友圈  三七粉具有国家批准实验的保健品24种功能中的19种功能——免疫调节,延缓衰老,改善记忆,促进生长发育,抗疲劳,耐缺氧,抗突...",http://weixin.sogou.com/gzh?openid=oIWsFt1S5zwsgvCjRLd5zdc-sRlA&ext=zMKRwhGG3zaP3W-bRbJbvfuGqao8b7kjUVSIpN3PRBA2guNQlbTblCCcopg9bXoo
7,天涯玛咖,"三七花的用法和三七花的用量,三七花的吃法","1、少量文山三七花(3-5朵)直接用开水(200ml)冲泡 功效:清热、护肝、降压、镇静安神2、少量文山三七花(3-5朵)与适量青果一起用开水冲泡功效:治疗急性咽喉炎.3、10克文山三七花、四个鸡蛋、先用花和鸡蛋煮10分钟,然后将鸡蛋敲碎壳再煮30分钟,花和鸡蛋同吃 功效:治疗高...",http://weixin.sogou.com/gzh?openid=oIWsFt1bP6vDUFwiWXMXGXGNa5Hg&ext=zMKRwhGG3zZHiehkZeT4AzPaiz4_ysgtb3GTvoMrQGU_yPau5sb_Ta55RDjXIOUa
7,穿衣搭配,"三七的常见用法及三七禁忌,非常珍贵!","三七性温、无毒,归肝、胃经,长期服用没有副作用,因为性温,也不会伤胃,而且好处多多,好归好,但它毕竟是属于药物,如果你是用来治疗什么病症的话,请你咨询医生使用,如果作为一般保健品使用,你只要注意以上几点就可以放心长期服用三七粉了. 三七粉的常见用法 止血直接用...",http://weixin.sogou.com/gzh?openid=oIWsFt0JbWialYeEbjdafm2ZaZhg&ext=zMKRwhGG3zYi80w79JS4rlBNjQSLHpnAcVhkNoMUjvvkDjUEPn_0YVXE0hJEHfCr
8,玛咖玛卡,"三七的常见用法及三七禁忌,值得收藏!","全文导读三七性温、无毒,归肝、胃经,长期服用没有副作用,因为性温,也不会伤胃,而且好处多多,好归好,但它毕竟是属于药物,如果你是用来治疗什么病症的话,请你咨询医生使用,如果作为一般保健品使用,你只要注意以上几点就可以放心长期服用三七粉了. 三七粉的常见用法 止...",http://weixin.sogou.com/gzh?openid=oIWsFt_UKSd7Ud2TUxDIgaQDM48Y&ext=zMKRwhGG3zb5QO853dE_-EIXF5bfX3KnKbtuNzjzrK1HBrxuEc-3ZaLz5QJ4fs4W
8,长白山原参态,田七(三七)百科--功效用法附菜谱,"新用户请点击蓝色的长白山原参态字样关注原参态官方微信,发扬中华传统养生文化和尚礼文化,分享来自大自然的恩惠,绿色滋补品纯天然特产,有健康才有美好生活.你身边的健康顾问广州参满庄贸易有限公司公司地址:广州天河高德汇奥体店E129铺客服电话:18602024346客服QQ:...",http://weixin.sogou.com/gzh?openid=oIWsFt-LmVoaH_qNLgO9BGrEuZrw&ext=zMKRwhGG3zYfNGouzsJycLff3Z9kas97EsCGy5EGs8_XQy1T-dHd-XFK5tj8yoyP
8,文山三七国际交易市场,三七的使用方法,"三七别名金不换、田七、人参三七等.云南省文山州所产的三七质量较好,为地道药材.三七味甘、微苦,温,归肝胃经.既有散瘀止血,消肿定痛之功.据现代药理研究发现三七含有多种三七皂甙、黄酮甙和生物碱等,有明显的扩血管、降压及改善心肌耗氧量等作用.三七在防治心脑血管及...",http://weixin.sogou.com/gzh?openid=oIWsFtyfVeeK61kmJmfksHmtdfw0&ext=zMKRwhGG3zaXkD238Hpi7Dv5JARbIXAptZtdMuDCE8w0iDg_1HKjnaZeHxYJ-D3w
8,森美奇,三七的功效及用法用量,"降压功效、高防治血压和咽炎;清热解毒、去痘除疮、平肝凉血、降压降脂,三七花性凉味甘,有清热、平肝、降压的功效.三七花总皂甙对中枢神经系统呈抑制作用,表现为镇静、安神功效.用于高血压,头昏、目眩、耳鸣,急性咽喉炎,失眠的治疗.用法:泡茶、炒肉、煲汤.通常是直接...",http://weixin.sogou.com/gzh?openid=oIWsFtx85Pkx5Ur91tUZJ-BYFA-Y&ext=zMKRwhGG3zbBK42GPkncminoADV0U9ejZHMQIR48RZy1DqFQkHYhkqRy5VxwgyUt
8,燕之家,三七功效用法,"三七花三七花又称田七花,质脆易碎,气微,味甘微苦,与琼珍灵芝配伍降血脂、降血压、抗癌,提高心肌供氧能力,增强机体免疫功能.含有人参多种皂甙、平清热肝、降压功效、防治高血压和咽炎.清热解毒、去痘除疮、平肝凉血、降压降脂,三七花性凉味甘,有清热、平肝、降压的功效...",http://weixin.sogou.com/gzh?openid=oIWsFt8rGKIjlPCbGGl4SG9Om60M&ext=zMKRwhGG3zY6CqyHUtB_VVNvWtz_S0dU7E4SbXitSoSpxd-FGnRUUXoE2ElE1K2L
8,养生堂,三七的功效及用法!,"现代研究也发现,三七具有提高机体免疫力,抗疲劳的功能,陈教授建议说:30岁以上有色斑的人,每次用1到3克的三七粉,把它兑在牛奶或者是白水里面服下去,久而久之就会起到意想不到的效果.一、简介三七,别名:田七,金不换.产自于云南文山,有称北人参,南三七.人参补气第一...",http://weixin.sogou.com/gzh?openid=oIWsFt6tRZl79Eaws_bQlBwtjj-Y&ext=zMKRwhGG3zaYilgkU573-08Ah8pH8BYOl19eKdtLWdVXC71_8sEBlrDbCu9TfwJv
8,安阳市杏林医药,三七的功效及用法!,"现代研究也发现,三七具有提高机体免疫力,抗疲劳的功能,陈教授建议说:30岁以上有色斑的人,每次用1到3克的三七粉,把它兑在牛奶或者是白水里面服下去,久而久之就会起到意想不到的效果.一、简介三七,别名:田七,金不换.产自于云南文山,有称北人参,南三七.人参补气第一...",http://weixin.sogou.com/gzh?openid=oIWsFt5lWt0cWvCqpL0eNzU0hq90&ext=zMKRwhGG3zZSIpJemOYpLjsLcnWzBF2Qgj-KHRGmbN1r-kLK_p1I0uRYo9ysdKtw
8,健康养生,三七的功效及用法!,"现代研究也发现,三七具有提高机体免疫力,抗疲劳的功能,陈教授建议说:30岁以上有色斑的人,每次用1到3克的三七粉,把它兑在牛奶或者是白水里面服下去,久而久之就会起到意想不到的效果.一、简介 三七,别名:田七,金不换.产自于云南文山,有称北人参,南三七. 人参补气第...",http://weixin.sogou.com/gzh?openid=oIWsFt0NTKemAaAKMIT_MQFQiWX4&ext=zMKRwhGG3zYsgIubpqDoMl3BiUzhvuXkOuotnA9VKR4yqXclXeP_x7HiB2JTBclt
8,养生大观园,古方今用话奇药三七 三七的功效与用法  养生堂20150507,"主持人:刘婧嘉宾:王玉英主题:古方今用话奇药三七主要内容:人参和三七都是五加科植物,功效却不一样.三七原名叫山漆,不仅具有止血作用,还与炭剂等一般收敛性止血药的功效有所区别.古代有一个名方,专门用到三七来止血,名为“刀伤散”.该方用到了三七、琥珀、去油乳香、...",http://weixin.sogou.com/gzh?openid=oIWsFtzajoptrgrkKK0w4RKQjbHI&ext=zMKRwhGG3zZyXXx2zDs8y84eYNPc3-EvIeW-WpdWSL6tS3HI84z3F37k3sCJIwQg
8,名贵药材网,"三七各部分用法,一篇了解完全(建议收藏)","地下部分(根)的用法:三七主根打粉,温开水冲服,可加入蜂蜜等糖类调味,一次2-3克 ,每日 2~3 次.三七主根打粉,取2-3克与150ml鸡汤或与其它汤类搅匀食用.新鲜三七切片或干三七片泡入蜂蜜中,半月后即成三七蜜.每次取适量温水冲服,或掺入粥中,或取三七片直接嚼食.新鲜三...",http://weixin.sogou.com/gzh?openid=oIWsFtwmiS-PbMxlUX8zi32c7Ekw&ext=zMKRwhGG3zbBsJtUWhWS5Ci_LB5BrK3rZQPXPOEM3IvPLcf-A0HqVmvw5OGPtHbo
9,百姓保健堂,三七的常见用法及三七禁忌,"无毒,归肝、胃经,长期服用没有副作用,因为性温,也不会伤胃,而且好处多多,好归好,但它毕竟是属于药物,如果你是用来治疗什么病症的话,请你咨询医生使用,如果作为一般保健品使用,你只要注意以上几点就可以放心长期服用三七粉了.  一、三七粉的常见用法 ★1、止血:直接...",http://weixin.sogou.com/gzh?openid=oIWsFt8zaPDLMG41HG-Us5ZBBe3g&ext=zMKRwhGG3za394ajEtRke-2FXqeQkfrQmYBtIPha13SCa4V6NUJV4Md6Er0NCcjV
9,大桂林,"三七各部分用法,一篇了解完全(建议收藏)","地下部分(根)的用法:三七主根打粉,温开水冲服,可加入蜂蜜等糖类调味,一次2-3克 ,每日 2~3 次.三七主根打粉,取2-3克与150ml鸡汤或与其它汤类搅匀食用.新鲜三七切片或干三七片泡入蜂蜜中,半月后即成三七蜜.每次取适量温水冲服,或掺入粥中,或取三七片直接嚼食.新鲜三...",http://weixin.sogou.com/gzh?openid=oIWsFt4SPxsLJIzNMLLoV8YaKJWY&ext=zMKRwhGG3zbZiq64jhZSvHOh8KJQFub3EZXkEf9wHvP7rEJ2kr0ekA3dXEWqLjkz
9,丽江雪岭健业生物科技,"饮茶吃花,风雅养生——三七花的功效及用法","三七花的功效及用法!三七花又称田七花,性凉、味甘微苦.采摘自未开的三七花蕾,每年6—8月采摘,经清水洗净,再由自然阳光充足曝晒而成,晒干之后常年备用.三七花不仅可泡饮,还可烹调美食,今天苗乡小编就给大家系统普及一下三七花的相关知识.一、三七花的功效:清热、平肝...",http://weixin.sogou.com/gzh?openid=oIWsFt0RoaCWYcU5JWKlms89H9CA&ext=zMKRwhGG3zZmRT4BKMbnhJ5AiCQFcaLbYV2p9xMCFz4MtrSBC9MPQlJQRER22y0J
9,老兵养生之家,"饮茶吃花,风雅养生——三七花的功效及用法","点击箭头指向方老兵养生之家,一键关注我呦三七花的功效及用法!三七花又称田七花,性凉、味甘微苦.采摘自未开的三七花蕾,每年6—8月采摘,经清水洗净,再由自然阳光充足曝晒而成,晒干之后常年备用.三七花不仅可泡饮,还可烹调美食,今天老兵养生之家就给大家系统普及一下三...",http://weixin.sogou.com/gzh?openid=oIWsFt5S1Cgud3g9jeTayi7OY_Ww&ext=zMKRwhGG3za4iiZGLaLXyfnCuPfBOO82mzD7zhqaK041PhhfzT07rO2rD_lMNNOj
9,玉皇宫,三七的常见用法及三七禁忌,"无毒,归肝、胃经,长期服用没有副作用,因为性温,也不会伤胃,而且好处多多,好归好,但它毕竟是属于药物,如果你是用来治疗什么病症的话,请你咨询医生使用,如果作为一般保健品使用,你只要注意以上几点就可以放心长期服用三七粉了. 一、三七粉的常见用法 ★1、止血:直接用...",http://weixin.sogou.com/gzh?openid=oIWsFtwS3Ksw0kHt2OfIHih5d2JM&ext=zMKRwhGG3zYTsWIeeJ0gBVnpXmfiwYGlkjW8fNwDx6J6ruEkWsjxxLcvyieYXfTi
9,简简单单就是福,三七功效及用法,"合成,强身健体;三、促进血液细胞新陈代谢,平衡调节血液细胞;四、双向调节中枢神经,提高脑力,增强记忆能力;五、增强机体免疫功能,抗肿瘤;六、止血、活血化瘀;七、保肝、抗炎;八、延缓衰老;九、双向调节血糖、降低血脂、胆固醇、抑制动脉硬化.三七用法及用量:1、跌...",http://weixin.sogou.com/gzh?openid=oIWsFt50ptyReEv723Ku8RUFvz3s&ext=zMKRwhGG3zYqIKLDHV-YNhSM2cGnPR6KJrPMyT8sqRHDi7_ccGnZ6vF1lMSPMS_r
9,游购彩云南,三七全方位解读(三十一)三七花的功效及用法!,"云南土特产推介供应服务商了解玛咖、三七、解酒护肝产品、普洱茶价格、供求等信息,是经销商和关爱健康人士最喜爱的微信平台三七花又称田七花,性凉、味甘微苦.采摘自未开的三七花蕾,每年6—8月采摘,经清水洗净,再由自然阳光充足曝晒而成,晒干之后常年备用.三七花不仅可泡...",http://weixin.sogou.com/gzh?openid=oIWsFt47NF4SXiRBaKTaHOoQL58U&ext=zMKRwhGG3zai4tm6BbvK2LGKTDW5zturmQZ49ENkwTAlT0n-rzdK3YNlKWtf8wjb
9,爱上云南,三七花、三七粉正确的使用方法,"三七花的功效与作用 三七花是名贵药材三七植物的花,是三七全株中三七皂甙含量最高的部分.具有降血压、降血脂、降血糖,镇静安神,抗炎镇痛,生津润燥、去痘除疮等药理作用,能扩张冠状动脉,改善心脑血液循环,因降低血清脂质作用而养肝护肝、平肝明目凉血——肝炎患者效果尤为...",http://weixin.sogou.com/gzh?openid=oIWsFtwd4l9cfr7NBDkl3xKjeRS0&ext=zMKRwhGG3zaBQ6SEMx2GUbQs-sLFjnHCAmoeU8zUwSH2aYtsjqTc0YK3Vtow2Hbj
9,有机三七养生,三七粉、三七片、三七胶囊用法,"1 、跌打损伤等各种出血症,直接用三七粉撒布伤口即可,伤口较大的,撒布三七粉后,再用消毒纱布加压包扎,可迅速止血.  2 、三七粉、三七片或三七胶囊,一次 2 克 ,每日 2~3次,温开水或温米汤送服.可治疗各种体内出血,如胃出血、鼻血、吐血、便血、尿血、子宫功能性出血、皮...",http://weixin.sogou.com/gzh?openid=oIWsFt_g5SHCSvK0FMRAEzRiySTw&ext=zMKRwhGG3zbBj7Dgu-ohqFf3otqIT736W9AEmKWdfqOehIPHNavpsXqwIMNuewH6
9,丽江玛咖,三七的功效及用法.分享给你爱的人吧!,"三七的功效及用法.分享给你爱的人吧!如果你还没关注我,请点击图片上面日期右边云南特产→就可关注我!再点击关注.我们将会与您免费分享最精华的资讯!养生家现在的年轻女士们都越来越注重自己的外貌美,大多数只注重面部、身材,她们千方百计用各种化妆品维护面部皮肤,用许...",http://weixin.sogou.com/gzh?openid=oIWsFtwBDnjGwndZw78oW6VHEuEU&ext=zMKRwhGG3zaIqyzXvHmAGFE2s-NakR33y6PybignmRvCByFRbMQS01wm7bniDTbf
10,皮皮的小店,三七小常识第四波--三七花的用法与功效,"封面图中间那一位就是三七花啦,用法与功效如下: (1)少量三七花( 5 朵)直接用开水( 200ml )冲泡,具有清热、护肝、降压、镇静安神的功效.  (2)少量三七花(5 朵)与适量青果一起用开水冲泡,能够治疗急性咽喉炎. (3)10 克 三七花、四个鸡蛋、先用花和鸡蛋煮 10 分钟,然后将鸡...",http://weixin.sogou.com/gzh?openid=oIWsFt7vqvsjstNTj2Opo1TkSmYk&ext=zMKRwhGG3zYuzaXqPMJ51cU83GtP56g0zBlCz2gM4W89JPZUp5eP2w9CoszGkhnr
10,云之源品,三七花功效及用法,"三七花 San Qi Hua【品名】:三七花【产地】:云南文山【功效】:性味微苦甘凉,具有清热解毒、平肝降压、镇静安神、排毒养颜,降血脂、减肥、防癌抗癌、生津止渴、提神补气,养生抗衰,增强机体免疫及造血之功效.【用法】:泡茶(3-6朵);炒肉、煲汤(适量);孕妇禁服.【储...",http://weixin.sogou.com/gzh?openid=oIWsFt4fcgoaurifnXN6P_1WaxJk&ext=zMKRwhGG3zb1cG4kvikQ6mlGbQmAOvT7WRLFwRMu6UnnOkatm5bcWdDc3M-XHNCQ
10,广安康贝大药房第二十三连锁店,三七的常见用法及禁忌,"三七性温、无毒,归肝、胃经,长期服用没有副作用,因为性温,也不会伤胃,而且好处多多,好归好,但它毕竟是属于药物,如果你是用来治疗什么病症的话,请你咨询医生使用,如果作为一般保健品使用,你只要注意以上几点就可以放心长期服用三七粉了.  一、三七粉的常见用法 ★1、...",http://weixin.sogou.com/gzh?openid=oIWsFt694Q_hUCVPPRbkTqYXHv8o&ext=zMKRwhGG3zaV1pGGvHbkIfHv0coogJeJn4gn2bwpSQTVqum-ib5qTmJq-Ge9jdfe
10,华康推拿养生,三七的功效及用法!,三七对女性的七大好处 1、有补脾、养血、安神作用; 2、驻颜祛斑、健美丰肌; 3、补血调经、活血止痛、润肠通便的功能; 4、润肺健脾、止咳、补五脏、疗虚损的作用; 5、令人容颜白嫩、皮肤细滑、皱纹减少; 6、保健防病; 7、使皮肤滋润嫩滑、光洁白净.三七粉著名功效及用法 类型...,http://weixin.sogou.com/gzh?openid=oIWsFt6qlHBX3eHFqbZmDAJ5fS9g&ext=zMKRwhGG3zY22xLHuW_Dmf0-gRDk_DDN12pRI35lAQuMkEPeBdlb2QpFcfJB0RJd
